Dataset;X;Y;Label type;Label
SAVEE;2.6752993999999997;14.788197;Descrete;sad
SAVEE;-0.6851206999999999;12.252047;Descrete;sad
SAVEE;-0.54798305;7.9151845000000005;Descrete;sad
SAVEE;-2.1079185000000003;12.160339;Descrete;sad
SAVEE;1.2915708000000001;10.830859;Descrete;sad
SAVEE;1.85828;9.258099000000001;Descrete;sad
SAVEE;-0.8072776999999999;12.1769705;Descrete;sad
SAVEE;0.703491;7.2482934000000006;Descrete;sad
SAVEE;-2.533251;11.590783;Descrete;sad
SAVEE;-2.9613017999999998;12.002757;Descrete;sad
SAVEE;1.4844892;9.301602;Descrete;sad
SAVEE;-0.54501104;6.284211599999999;Descrete;sad
SAVEE;-0.70726687;7.8939476;Descrete;sad
SAVEE;3.0137177000000004;8.963892;Descrete;sur
SAVEE;6.435775;10.99703;Descrete;sur
SAVEE;3.5083659;15.568130499999999;Descrete;sur
SAVEE;10.202478;9.485558000000001;Descrete;sur
SAVEE;7.7976300000000025;8.925739;Descrete;sur
SAVEE;7.9662479999999976;7.9789305;Descrete;sur
SAVEE;11.222725;1.9727709999999998;Descrete;sur
SAVEE;8.252862;11.788852;Descrete;sur
SAVEE;9.019732000000001;12.202766;Descrete;sur
SAVEE;8.333767;7.700252000000001;Descrete;sur
SAVEE;9.193717;14.829898000000002;Descrete;sur
SAVEE;6.325908;12.10908;Descrete;sur
SAVEE;6.2109375;12.770043;Descrete;sur
SAVEE;8.987399;11.84504;Descrete;sur
SAVEE;8.907047;10.902003;Descrete;sur
SAVEE;17.044846;-6.010935;Descrete;ang
SAVEE;15.320925;-0.72816485;Descrete;ang
SAVEE;4.599705999999999;16.974264;Descrete;ang
SAVEE;16.154137;0.079799205;Descrete;ang
SAVEE;18.249360999999997;-2.3255281;Descrete;ang
SAVEE;15.796582;-0.6314398;Descrete;ang
SAVEE;18.894861;7.1473210000000025;Descrete;ang
SAVEE;17.349467999999998;13.497563000000001;Descrete;ang
SAVEE;16.888445;-1.561237;Descrete;ang
SAVEE;16.863747;-1.4527007;Descrete;ang
SAVEE;3.3675432;-0.61112875;Descrete;ang
SAVEE;5.1977777000000005;4.347462;Descrete;ang
SAVEE;5.659182;3.784132;Descrete;ang
SAVEE;3.6173089;-0.6380726999999999;Descrete;ang
SAVEE;6.121069;1.3824807;Descrete;ang
SAVEE;4.335311;1.9182726000000003;Descrete;dis
SAVEE;0.19581611;-0.7716773;Descrete;dis
SAVEE;1.7263554;3.5374991999999996;Descrete;dis
SAVEE;7.416459599999999;-0.51823115;Descrete;dis
SAVEE;8.749753;1.3236233999999998;Descrete;dis
SAVEE;-8.609192;13.932084;Descrete;dis
SAVEE;-6.681958;14.105162;Descrete;dis
SAVEE;-0.06764333;-3.36288;Descrete;dis
SAVEE;-3.6075966;3.3265133000000002;Descrete;dis
SAVEE;-2.5568771;0.29525209999999996;Descrete;dis
SAVEE;-7.3997173;12.897813000000001;Descrete;dis
SAVEE;-7.9068327000000025;14.659723000000001;Descrete;dis
SAVEE;-9.773891;12.746428;Descrete;dis
SAVEE;-11.078896499999999;10.309944;Descrete;dis
SAVEE;5.8001723;0.1964473;Descrete;dis
SAVEE;13.079492;14.344546;Descrete;fea
SAVEE;12.219038000000001;12.357136;Descrete;fea
SAVEE;13.136804999999999;18.275843;Descrete;fea
SAVEE;13.732826000000001;14.702974;Descrete;fea
SAVEE;15.487523999999999;10.851395;Descrete;fea
SAVEE;11.112809;14.719002;Descrete;fea
SAVEE;10.668921000000001;13.741121;Descrete;fea
SAVEE;10.983821;15.705599;Descrete;fea
SAVEE;10.59981;12.596047;Descrete;fea
SAVEE;4.5862680000000005;12.959488;Descrete;fea
SAVEE;9.874075999999999;13.022583000000001;Descrete;fea
SAVEE;6.6496744;4.917137599999998;Descrete;fea
SAVEE;15.420617000000002;15.879556;Descrete;fea
SAVEE;6.5221653;5.4391623;Descrete;fea
SAVEE;-8.3958645;18.206976;Descrete;fea
SAVEE;4.026338;2.29675;Descrete;hap
SAVEE;12.898000999999999;10.391772999999999;Descrete;hap
SAVEE;10.928334;16.338739999999998;Descrete;hap
SAVEE;7.182422;4.6776743;Descrete;hap
SAVEE;6.6560082;0.38423768;Descrete;hap
SAVEE;5.173447;4.7363669999999995;Descrete;hap
SAVEE;16.685896;13.784963000000001;Descrete;hap
SAVEE;16.823288;13.698134;Descrete;hap
SAVEE;5.6676470000000005;6.1380095;Descrete;hap
SAVEE;14.685698;10.965053;Descrete;hap
SAVEE;7.8278193;3.0178201000000002;Descrete;hap
SAVEE;7.4522559999999975;0.16635495;Descrete;hap
SAVEE;18.28361;10.971511999999999;Descrete;hap
SAVEE;6.5659795;1.2068988999999999;Descrete;hap
SAVEE;16.854212;-6.1484485;Descrete;hap
SAVEE;-12.903277000000001;7.285448;Descrete;neu
SAVEE;-9.578188;11.293731;Descrete;neu
SAVEE;-15.192891;15.371369;Descrete;neu
SAVEE;-12.903556;13.581667999999999;Descrete;neu
SAVEE;-13.492151000000002;14.502112;Descrete;neu
SAVEE;-13.210493;10.217903999999999;Descrete;neu
SAVEE;-8.390711;10.172424000000001;Descrete;neu
SAVEE;-12.0722065;11.446327;Descrete;neu
SAVEE;-13.909297;9.524474;Descrete;neu
SAVEE;-11.838533;12.752939999999999;Descrete;neu
SAVEE;-12.731567;8.164017;Descrete;neu
SAVEE;-14.305470999999999;15.314867000000001;Descrete;neu
SAVEE;-11.506302;11.291402;Descrete;neu
SAVEE;-14.517052;10.277249000000001;Descrete;neu
SAVEE;-11.732716;13.075185000000001;Descrete;neu
SAVEE;-13.718025;5.88693;Descrete;neu
SAVEE;-9.746663;11.3285;Descrete;neu
SAVEE;-15.307547;15.343451000000002;Descrete;neu
SAVEE;-12.295115;10.278296000000001;Descrete;neu
SAVEE;-10.67627;10.571261;Descrete;neu
SAVEE;-12.9921255;12.428622;Descrete;neu
SAVEE;-11.805767999999999;15.275951000000001;Descrete;neu
SAVEE;-13.864113;13.8832;Descrete;neu
SAVEE;-14.409941;4.8741884;Descrete;neu
SAVEE;-11.493321;13.256001000000001;Descrete;neu
SAVEE;-13.357273000000001;8.209574;Descrete;neu
SAVEE;-13.868732000000001;9.031929;Descrete;neu
SAVEE;-11.229523;11.374830000000001;Descrete;neu
SAVEE;-12.43421;14.081457;Descrete;neu
SAVEE;-14.432329000000001;8.736713;Descrete;neu
SAVEE;-9.35789;17.385513;Descrete;sad
SAVEE;-10.501714;13.921560999999999;Descrete;sad
SAVEE;-15.643863;17.159212;Descrete;sad
SAVEE;-10.373757000000001;16.86786;Descrete;sad
SAVEE;-10.481622;15.604225;Descrete;sad
SAVEE;-10.780549;18.468752;Descrete;sad
SAVEE;-14.753581;17.662888;Descrete;sad
SAVEE;-14.609207000000001;17.573284;Descrete;sad
SAVEE;-14.82143;18.062035;Descrete;sad
SAVEE;-13.094729;16.1231;Descrete;sad
SAVEE;-10.696102999999999;16.966444;Descrete;sad
SAVEE;-11.061467;17.05575;Descrete;sad
SAVEE;-11.703647;17.624325;Descrete;sad
SAVEE;-11.587800999999999;17.511679;Descrete;sad
SAVEE;-12.860996;17.431158;Descrete;sad
SAVEE;12.869793;14.341295;Descrete;sur
SAVEE;14.602404;11.164214999999999;Descrete;sur
SAVEE;13.234079000000001;18.253092000000002;Descrete;sur
SAVEE;12.596826;12.450194999999999;Descrete;sur
SAVEE;14.215632999999999;13.340244;Descrete;sur
SAVEE;16.066294;17.44727;Descrete;sur
SAVEE;15.1174965;15.212617000000002;Descrete;sur
SAVEE;17.962845;13.902819000000001;Descrete;sur
SAVEE;15.348562;15.507919000000001;Descrete;sur
SAVEE;16.353384;2.5558994;Descrete;sur
SAVEE;13.985807000000001;16.733036;Descrete;sur
SAVEE;7.836322;1.3909178999999998;Descrete;sur
SAVEE;3.2571216;3.243808;Descrete;sur
SAVEE;7.8405210000000025;2.7615826;Descrete;sur
SAVEE;15.957492000000002;1.9687356;Descrete;sur
SAVEE;17.64888;-4.0237169999999995;Descrete;ang
SAVEE;19.311882;2.3316884;Descrete;ang
SAVEE;19.037354;0.31531814;Descrete;ang
SAVEE;19.56159;-1.6165633999999998;Descrete;ang
SAVEE;19.933659;-2.4725692;Descrete;ang
SAVEE;22.321672;-5.5912375;Descrete;ang
SAVEE;22.401495;0.27057347;Descrete;ang
SAVEE;22.554174;-4.15634;Descrete;ang
SAVEE;23.094317999999998;-5.0464296;Descrete;ang
SAVEE;23.78894;-6.1489916;Descrete;ang
SAVEE;24.24111700000001;-3.4312901;Descrete;ang
SAVEE;23.69696;-5.265401;Descrete;ang
SAVEE;23.75786;-5.9556413;Descrete;ang
SAVEE;24.396461;-4.872667;Descrete;ang
SAVEE;20.7221;-2.9055614;Descrete;ang
SAVEE;6.3387970000000005;-3.1714043999999997;Descrete;dis
SAVEE;8.464692999999999;-4.6880217;Descrete;dis
SAVEE;2.2859116000000004;2.8482492;Descrete;dis
SAVEE;7.2288747;-1.9724561999999999;Descrete;dis
SAVEE;9.336518;-3.2573764;Descrete;dis
SAVEE;5.575721700000001;-6.2860785;Descrete;dis
SAVEE;7.1984600000000025;-8.211371;Descrete;dis
SAVEE;7.5718083;-6.6919546;Descrete;dis
SAVEE;10.274348;-6.794903;Descrete;dis
SAVEE;9.373608;-5.6302257;Descrete;dis
SAVEE;8.623828;-8.222699;Descrete;dis
SAVEE;8.956412;-9.013877;Descrete;dis
SAVEE;9.507976;-6.2143616999999995;Descrete;dis
SAVEE;8.538074499999999;-7.296616999999999;Descrete;dis
SAVEE;8.644978;-7.436083;Descrete;dis
SAVEE;25.940891;-2.2732377;Descrete;fea
SAVEE;23.189301999999998;1.8338813999999999;Descrete;fea
SAVEE;7.265725;17.307884;Descrete;fea
SAVEE;26.342496999999998;4.6861877;Descrete;fea
SAVEE;24.842043;2.11479;Descrete;fea
SAVEE;22.449478;4.566111;Descrete;fea
SAVEE;23.797107999999998;2.8425195;Descrete;fea
SAVEE;17.624413;3.5761945;Descrete;fea
SAVEE;24.013931;3.8034627;Descrete;fea
SAVEE;21.770317000000002;3.3661190999999997;Descrete;fea
SAVEE;25.084145;-0.69081527;Descrete;fea
SAVEE;25.535095000000002;0.22132333;Descrete;fea
SAVEE;27.442327000000002;2.7564685;Descrete;fea
SAVEE;23.996154999999998;1.7987218;Descrete;fea
SAVEE;25.070636999999998;0.12948751;Descrete;fea
SAVEE;20.628418;-4.3165293;Descrete;hap
SAVEE;22.165346;1.9285028999999998;Descrete;hap
SAVEE;19.524332;-0.065017045;Descrete;hap
SAVEE;20.278635;-1.375889;Descrete;hap
SAVEE;19.342579;-3.4746535000000005;Descrete;hap
SAVEE;20.410095000000002;-0.07878289;Descrete;hap
SAVEE;19.80855;-3.8548392999999996;Descrete;hap
SAVEE;23.91599;-2.3694694;Descrete;hap
SAVEE;21.095364;-0.04890967;Descrete;hap
SAVEE;21.480816;-0.5507255;Descrete;hap
SAVEE;19.07461;-5.6349587;Descrete;hap
SAVEE;19.91086;-5.207247;Descrete;hap
SAVEE;18.403214000000002;10.648259;Descrete;hap
SAVEE;19.88759;-4.6788487000000005;Descrete;hap
SAVEE;19.770757999999997;-4.517992;Descrete;hap
SAVEE;4.327652;-4.0717015;Descrete;neu
SAVEE;-1.4879524;-7.694998299999999;Descrete;neu
SAVEE;-4.0189214;-3.8462707999999997;Descrete;neu
SAVEE;1.7138613;-9.755293;Descrete;neu
SAVEE;4.7515507;-9.264053;Descrete;neu
SAVEE;4.1936893;-7.690299;Descrete;neu
SAVEE;-1.5942447;-8.326999;Descrete;neu
SAVEE;1.6198971000000002;-4.077547;Descrete;neu
SAVEE;0.6385904;-5.763;Descrete;neu
SAVEE;-1.7248729999999999;-2.167288;Descrete;neu
SAVEE;4.035076999999999;-6.801832000000001;Descrete;neu
SAVEE;-2.3090317000000002;-4.4183650000000005;Descrete;neu
SAVEE;0.09419816;-3.7836092000000003;Descrete;neu
SAVEE;3.4591657999999996;-7.2192974;Descrete;neu
SAVEE;1.1112428;-5.351578;Descrete;neu
SAVEE;4.7781153;-3.9629657;Descrete;neu
SAVEE;-1.3498928999999995;-7.397968;Descrete;neu
SAVEE;-3.764555;-3.8380983;Descrete;neu
SAVEE;-0.74368745;-4.642296;Descrete;neu
SAVEE;-0.55926955;-5.2465625;Descrete;neu
SAVEE;2.211983;-4.083163;Descrete;neu
SAVEE;-4.531773599999998;-1.4938339;Descrete;neu
SAVEE;-0.8424267;-5.4288697;Descrete;neu
SAVEE;1.8624076;-6.3327255;Descrete;neu
SAVEE;1.7343217;-5.944852;Descrete;neu
SAVEE;4.396833;-7.6703978;Descrete;neu
SAVEE;0.8352628000000001;-6.452625;Descrete;neu
SAVEE;1.1728877;-8.2147255;Descrete;neu
SAVEE;-1.2219871999999998;-5.9451323;Descrete;neu
SAVEE;0.9295039;-8.025029;Descrete;neu
SAVEE;5.0469230000000005;-3.8129212999999997;Descrete;sad
SAVEE;2.0381558;1.9661328999999999;Descrete;sad
SAVEE;-4.8604845999999995;-4.0563536000000004;Descrete;sad
SAVEE;2.2242102999999998;-9.179262;Descrete;sad
SAVEE;2.6292644;-9.112751;Descrete;sad
SAVEE;1.1921962;-4.2897058;Descrete;sad
SAVEE;5.892601;-7.457191000000001;Descrete;sad
SAVEE;5.6186666;-5.6520805;Descrete;sad
SAVEE;0.81578654;-2.884374;Descrete;sad
SAVEE;4.6630864;-6.874967;Descrete;sad
SAVEE;-1.2311244;-2.7525182;Descrete;sad
SAVEE;-7.7112913;11.595258;Descrete;sad
SAVEE;2.725351;-5.2973266;Descrete;sad
SAVEE;3.446706;-4.825474;Descrete;sad
SAVEE;2.737453;-5.6941624000000015;Descrete;sad
SAVEE;24.69874;-2.1143669999999997;Descrete;sur
SAVEE;23.217934;1.1979258999999998;Descrete;sur
SAVEE;7.3213115;17.29283;Descrete;sur
SAVEE;24.946976;2.8567970000000003;Descrete;sur
SAVEE;26.47847;-2.7983854;Descrete;sur
SAVEE;24.000035999999998;-1.0862068999999999;Descrete;sur
SAVEE;24.606665;-0.96853024;Descrete;sur
SAVEE;22.25644500000001;-2.7794578;Descrete;sur
SAVEE;22.279669000000002;-2.4875252;Descrete;sur
SAVEE;23.707248999999997;0.71309406;Descrete;sur
SAVEE;16.526867000000006;17.592789;Descrete;sur
SAVEE;26.660131;1.2575966;Descrete;sur
SAVEE;25.523294;2.3290637000000003;Descrete;sur
SAVEE;25.965624;1.8979502000000001;Descrete;sur
SAVEE;26.689157;2.4506516;Descrete;sur
SAVEE;-12.361564;-26.218559999999997;Descrete;ang
SAVEE;-25.470705;-19.791874;Descrete;ang
SAVEE;-11.778682;-15.576391000000001;Descrete;ang
SAVEE;-15.876451000000001;-20.994589;Descrete;ang
SAVEE;-22.187085999999997;-20.478476999999998;Descrete;ang
SAVEE;-18.408321;-23.115404;Descrete;ang
SAVEE;-25.244660999999997;-22.487492;Descrete;ang
SAVEE;-14.572554;-26.075912;Descrete;ang
SAVEE;-18.975029;-18.823095000000002;Descrete;ang
SAVEE;-17.559452;-24.812939;Descrete;ang
SAVEE;-17.680067;-12.525799000000001;Descrete;ang
SAVEE;-15.649857500000001;-23.349404999999997;Descrete;ang
SAVEE;-14.424627;-25.693686;Descrete;ang
SAVEE;-17.066341;-24.344114;Descrete;ang
SAVEE;-17.502989000000003;-24.30224;Descrete;ang
SAVEE;-16.993679999999998;-9.391875;Descrete;dis
SAVEE;-25.835085;-21.194770000000002;Descrete;dis
SAVEE;-11.488189;-15.233554000000002;Descrete;dis
SAVEE;-17.971573;-17.568302;Descrete;dis
SAVEE;-16.655134;-17.814646;Descrete;dis
SAVEE;-20.81929;-10.101171;Descrete;dis
SAVEE;-14.53885;-13.261029;Descrete;dis
SAVEE;-16.960882;-16.103610999999994;Descrete;dis
SAVEE;-22.386356;-13.918923000000001;Descrete;dis
SAVEE;-19.06991;-15.440831;Descrete;dis
SAVEE;-20.549314000000006;-8.610689;Descrete;dis
SAVEE;-13.110605;-18.104313;Descrete;dis
SAVEE;-18.075174;-16.357716;Descrete;dis
SAVEE;-18.50427;-18.191612;Descrete;dis
SAVEE;-19.158576999999998;-17.884691;Descrete;dis
SAVEE;-16.913134;-9.181371;Descrete;fea
SAVEE;-25.851418;-19.42558;Descrete;fea
SAVEE;-12.187819500000002;-15.175355999999999;Descrete;fea
SAVEE;-14.300013;-18.856405;Descrete;fea
SAVEE;-14.277776000000001;-17.494343;Descrete;fea
SAVEE;-11.578811;-22.001257;Descrete;fea
SAVEE;-15.431926999999998;-24.294445;Descrete;fea
SAVEE;-14.009720000000002;-24.773301999999997;Descrete;fea
SAVEE;-14.701355;-20.963982;Descrete;fea
SAVEE;-10.601365;-14.026257500000002;Descrete;fea
SAVEE;-21.304474;-9.179944;Descrete;fea
SAVEE;-13.335859;-21.98457;Descrete;fea
SAVEE;-10.821792;-18.867928;Descrete;fea
SAVEE;-15.127629999999998;-17.187153;Descrete;fea
SAVEE;-17.95164;-20.718342;Descrete;fea
SAVEE;-12.179938;-26.563663000000002;Descrete;hap
SAVEE;-24.772669;-20.4875;Descrete;hap
SAVEE;-10.983692999999999;-16.068820000000002;Descrete;hap
SAVEE;-15.552366000000001;-22.36349;Descrete;hap
SAVEE;-16.377087;-24.847070000000002;Descrete;hap
SAVEE;-18.224386;-12.737243;Descrete;hap
SAVEE;-15.50615;-22.033142;Descrete;hap
SAVEE;-13.9753065;-19.740257;Descrete;hap
SAVEE;-23.563435000000002;-21.897783;Descrete;hap
SAVEE;-22.952059;-22.907383;Descrete;hap
SAVEE;-17.161219;-20.563639000000002;Descrete;hap
SAVEE;-16.241112;-24.07859;Descrete;hap
SAVEE;-13.30071;-19.674902;Descrete;hap
SAVEE;-18.478937;-25.303171;Descrete;hap
SAVEE;-16.325548;-21.370646;Descrete;hap
SAVEE;-17.770457999999994;-10.574708;Descrete;neu
SAVEE;-24.828812;-19.845137;Descrete;neu
SAVEE;-13.417012;-15.269854;Descrete;neu
SAVEE;-19.22007;-20.189901000000006;Descrete;neu
SAVEE;-14.932502;-15.828246;Descrete;neu
SAVEE;-20.162971;-9.359981;Descrete;neu
SAVEE;-15.816738;-14.089789999999999;Descrete;neu
SAVEE;-11.633281;-22.548325;Descrete;neu
SAVEE;-18.185845999999998;-18.647041;Descrete;neu
SAVEE;-19.8028;-14.764581;Descrete;neu
SAVEE;-19.857536;-16.816935;Descrete;neu
SAVEE;-17.58625;-19.208273000000002;Descrete;neu
SAVEE;-20.33484;-19.846817;Descrete;neu
SAVEE;-20.430378;-16.257513;Descrete;neu
SAVEE;-21.605755;-17.299201999999998;Descrete;neu
SAVEE;-18.03153;-10.492128;Descrete;neu
SAVEE;-24.957033;-19.84458;Descrete;neu
SAVEE;-12.982743;-14.674757999999999;Descrete;neu
SAVEE;-21.540329;-17.1196;Descrete;neu
SAVEE;-22.329296;-20.346335999999997;Descrete;neu
SAVEE;-20.521148999999998;-8.17282;Descrete;neu
SAVEE;-18.091335;-16.39992;Descrete;neu
SAVEE;-22.433729999999997;-17.753584;Descrete;neu
SAVEE;-18.927486;-23.124382;Descrete;neu
SAVEE;-21.277014;-20.014677;Descrete;neu
SAVEE;-19.392223;-20.490517;Descrete;neu
SAVEE;-20.775831;-21.108416000000002;Descrete;neu
SAVEE;-20.417676999999998;-18.186707000000002;Descrete;neu
SAVEE;-18.600914000000003;-12.414507;Descrete;neu
SAVEE;-21.417542;-16.072470000000006;Descrete;neu
SAVEE;-17.052393;-9.498534;Descrete;sad
SAVEE;-26.365736;-19.330845;Descrete;sad
SAVEE;-12.970991;-15.160831;Descrete;sad
SAVEE;-18.673782;-17.217316;Descrete;sad
SAVEE;-19.575619;-23.359085;Descrete;sad
SAVEE;-19.515617000000002;-9.487817999999999;Descrete;sad
SAVEE;-15.34586;-13.748516;Descrete;sad
SAVEE;-12.532200999999999;-22.419043;Descrete;sad
SAVEE;-16.135907999999993;-15.877359;Descrete;sad
SAVEE;-23.114807;-16.112454999999994;Descrete;sad
SAVEE;-17.091283999999998;-15.081248;Descrete;sad
SAVEE;-21.34095;-15.843570000000001;Descrete;sad
SAVEE;-13.008053;-23.452515;Descrete;sad
SAVEE;-20.294275;-18.061510000000002;Descrete;sad
SAVEE;-19.073027;-11.154175;Descrete;sad
SAVEE;-12.651927;-26.0763;Descrete;sur
SAVEE;-26.385593;-19.89933;Descrete;sur
SAVEE;-10.770469;-16.011116;Descrete;sur
SAVEE;-21.142675;-22.23534;Descrete;sur
SAVEE;-16.609837;-26.908640000000002;Descrete;sur
SAVEE;-17.794033;-8.115435;Descrete;sur
SAVEE;-16.586594;-20.478203;Descrete;sur
SAVEE;-14.727839999999999;-23.529188;Descrete;sur
SAVEE;-15.144264000000002;-18.131231;Descrete;sur
SAVEE;-23.772323999999998;-21.776552;Descrete;sur
SAVEE;-11.326766000000001;-20.70691;Descrete;sur
SAVEE;-17.461976999999994;-21.710728;Descrete;sur
SAVEE;-16.157204;-17.160389000000002;Descrete;sur
SAVEE;-15.950345;-19.310015;Descrete;sur
SAVEE;-15.987135;-19.427671;Descrete;sur
TESS;25.566965;-6.5454235;Descrete;hap
TESS;19.311003;-5.148519;Descrete;fea
TESS;-4.5517683;18.233232;Descrete;sad
TESS;3.8002712999999995;-20.149546;Descrete;ang
TESS;14.066639000000002;5.1280193;Descrete;sur
TESS;16.544624;7.6591960000000014;Descrete;sur
TESS;3.9951906000000004;-0.58411354;Descrete;neu
TESS;17.071789000000006;-7.8146796;Descrete;fea
TESS;-6.2628055;16.75708;Descrete;sad
TESS;22.409672;-2.8976471;Descrete;fea
TESS;-8.638548;0.28378195;Descrete;sur
TESS;6.0866089999999975;18.714216;Descrete;dis
TESS;-24.930623999999998;6.400627;Descrete;sad
TESS;22.964760000000002;-5.6968393;Descrete;hap
TESS;-3.3862697999999996;-23.28971;Descrete;fea
TESS;-13.013505;3.4494665;Descrete;sur
TESS;14.4090605;7.3760410000000025;Descrete;sur
TESS;23.135513;-9.880136;Descrete;hap
TESS;7.9767404000000015;18.494549;Descrete;dis
TESS;9.15894;15.401568;Descrete;dis
TESS;-18.407635;6.9339056;Descrete;dis
TESS;-5.6269860000000005;16.345213;Descrete;sad
TESS;-6.725395;18.501215;Descrete;sad
TESS;-7.622064599999999;-22.096869;Descrete;fea
TESS;-9.18436;5.3644643;Descrete;hap
TESS;-20.399666;1.9476651999999999;Descrete;dis
TESS;-4.0167975;-18.73173;Descrete;fea
TESS;4.544568;-21.155336;Descrete;ang
TESS;22.348574;-9.896417;Descrete;hap
TESS;23.739815;4.359230999999999;Descrete;ang
TESS;-7.3691463000000015;-23.630979999999997;Descrete;fea
TESS;-5.2212086;2.2198900000000004;Descrete;sur
TESS;4.815395400000001;14.110579999999999;Descrete;dis
TESS;-25.950670000000002;-0.20247103;Descrete;neu
TESS;-24.675749;-0.3821375;Descrete;neu
TESS;-26.46229000000001;5.522289;Descrete;sad
TESS;25.939646;-8.473986;Descrete;hap
TESS;26.271294;3.2368047000000004;Descrete;ang
TESS;14.446276999999998;6.503017;Descrete;sur
TESS;-26.605206;-2.8280041000000002;Descrete;neu
TESS;-10.775604;5.51451;Descrete;hap
TESS;1.4064716;-5.472238;Descrete;neu
TESS;-10.427041000000001;17.618195999999994;Descrete;neu
TESS;3.3462476999999997;-20.229145000000006;Descrete;ang
TESS;-26.49847;-1.8122460999999999;Descrete;neu
TESS;-6.7947380000000015;1.5446174;Descrete;sur
TESS;2.4342155;-3.1342337000000002;Descrete;neu
TESS;-9.926509;1.6760869999999999;Descrete;hap
TESS;22.811338;-7.0654910000000015;Descrete;hap
TESS;-6.359939;18.521284;Descrete;sad
TESS;28.07449;2.2132707000000003;Descrete;ang
TESS;-11.503821;-5.5960712;Descrete;hap
TESS;2.6894956000000003;-2.5963151;Descrete;neu
TESS;-25.09818;4.871575;Descrete;sad
TESS;-26.836105;5.088443;Descrete;sad
TESS;-22.870775;-6.101449;Descrete;neu
TESS;-23.669992;-6.1627870000000025;Descrete;neu
TESS;-13.248995;2.0015419999999997;Descrete;sur
TESS;1.7926369;-16.936945;Descrete;ang
TESS;1.8427876;-3.7441410000000004;Descrete;neu
TESS;-3.169926;-23.361572;Descrete;fea
TESS;-25.113977;2.7233297999999997;Descrete;sad
TESS;-26.493608000000002;-1.9726781000000002;Descrete;neu
TESS;25.469498;6.1161449999999995;Descrete;ang
TESS;4.481971;1.427384;Descrete;neu
TESS;-2.888753;4.1598034;Descrete;sur
TESS;-5.8729076;-18.758983999999998;Descrete;fea
TESS;-24.868078;-2.087573;Descrete;neu
TESS;1.5518985;-20.139738;Descrete;ang
TESS;-20.249088;1.4616902;Descrete;dis
TESS;-28.730452000000003;3.4361174;Descrete;sad
TESS;-10.210914;0.10262259;Descrete;sur
TESS;26.328957;1.6656822;Descrete;ang
TESS;-7.8984289999999975;5.1335497000000005;Descrete;hap
TESS;2.4286312999999997;-3.64745;Descrete;neu
TESS;-7.159362299999999;-2.4381216;Descrete;sur
TESS;-18.616264;1.6104593;Descrete;dis
TESS;3.2258596;-3.5966712999999997;Descrete;neu
TESS;-7.570492999999999;2.4958709999999997;Descrete;sur
TESS;-26.173738;3.921575;Descrete;sad
TESS;2.2201438;-5.102327;Descrete;neu
TESS;-5.3967247;-23.56944;Descrete;fea
TESS;-24.39201700000001;3.5754193999999995;Descrete;sad
TESS;-5.091721;18.3232;Descrete;sad
TESS;-4.5878305;17.288157;Descrete;sad
TESS;-22.425943;-4.533436;Descrete;neu
TESS;-6.8775473;1.2371191000000001;Descrete;sur
TESS;-27.050071999999997;8.547317999999999;Descrete;fea
TESS;20.4823;-0.2555657;Descrete;fea
TESS;-16.614367;4.357615;Descrete;dis
TESS;6.341241;17.085735;Descrete;dis
TESS;-9.458147;1.8383565;Descrete;hap
TESS;4.0826426;-22.36721;Descrete;ang
TESS;13.984038;7.6449747000000015;Descrete;sur
TESS;-5.9312366999999995;-21.064978;Descrete;fea
TESS;3.1307068;-2.5892582;Descrete;neu
TESS;-5.7175264000000015;2.7927517999999996;Descrete;hap
TESS;4.592741;1.6882386000000005;Descrete;neu
TESS;-11.432808;8.755508;Descrete;hap
TESS;-25.30891;-2.8017144;Descrete;neu
TESS;18.967;-4.2690095999999995;Descrete;fea
TESS;-7.892247999999999;4.8298917;Descrete;hap
TESS;-19.399963;5.355673;Descrete;dis
TESS;25.41432600000001;2.7255409999999998;Descrete;ang
TESS;-12.719289;-6.4496465;Descrete;hap
TESS;20.062368;-0.68634546;Descrete;fea
TESS;-0.6750808;-17.987023999999995;Descrete;ang
TESS;25.3536;-8.819560000000003;Descrete;hap
TESS;1.7305386999999999;-21.454475;Descrete;ang
TESS;-4.692543;-22.788624;Descrete;fea
TESS;29.655056;1.8155419999999998;Descrete;ang
TESS;5.499364;18.366806;Descrete;dis
TESS;19.544456;4.6426099999999995;Descrete;sur
TESS;-17.558481;1.2941315;Descrete;dis
TESS;24.64967;1.4127713;Descrete;ang
TESS;-5.1440864;-22.002985;Descrete;fea
TESS;-25.838120999999997;-3.7003455;Descrete;neu
TESS;-10.496843;-4.964219;Descrete;sur
TESS;13.176143;7.5273185;Descrete;sur
TESS;-5.5376678;19.402393;Descrete;sad
TESS;-17.634714000000006;-5.73335;Descrete;dis
TESS;-7.4833193;-22.034092;Descrete;fea
TESS;23.985216;-8.04391;Descrete;hap
TESS;16.61166;-1.9907973;Descrete;fea
TESS;3.7864175;-4.365671;Descrete;neu
TESS;23.568165;-4.3392634;Descrete;hap
TESS;-9.437593;7.0652046;Descrete;hap
TESS;13.614912;7.4524813;Descrete;sur
TESS;-15.931323;6.483378;Descrete;dis
TESS;-8.464217999999999;6.3285823;Descrete;hap
TESS;4.970578;17.849884;Descrete;dis
TESS;25.511257;-4.2196736;Descrete;ang
TESS;-21.181385000000002;-5.154936;Descrete;sad
