Dataset;X;Y;Container;Predicted label;True label;Label (descrete);Label (binary);Confusion matrix array
RAVDESS;11.872026;-9.394226;TSNE;;;ang;neg;
RAVDESS;12.658307;5.52939;TSNE;;;dis;neg;
RAVDESS;-2.5385695;15.385531;TSNE;;;cal;not;
RAVDESS;-5.560445;-14.038232999999998;TSNE;;;sad;neg;
RAVDESS;-5.3598027;19.069945999999998;TSNE;;;cal;not;
RAVDESS;17.815987;-4.6197534000000005;TSNE;;;ang;neg;
RAVDESS;6.7768884000000025;17.856579999999994;TSNE;;;neu;not;
RAVDESS;4.2998543;-14.717969;TSNE;;;sur;not;
RAVDESS;23.241848;1.3811125;TSNE;;;hap;not;
RAVDESS;-8.580884;8.445913000000001;TSNE;;;dis;neg;
RAVDESS;-5.6723576;24.734861;TSNE;;;cal;not;
RAVDESS;13.354729;-3.1174592999999997;TSNE;;;ang;neg;
RAVDESS;-2.5346384;-14.173004;TSNE;;;dis;neg;
RAVDESS;9.3233595;6.5186730000000015;TSNE;;;sur;not;
RAVDESS;16.36267;11.426946000000001;TSNE;;;hap;not;
RAVDESS;15.844029999999998;8.612938;TSNE;;;hap;not;
RAVDESS;14.772047;3.9603800000000002;TSNE;;;sad;neg;
RAVDESS;-13.083696;9.600147;TSNE;;;dis;neg;
RAVDESS;17.557415;-8.654162;TSNE;;;ang;neg;
RAVDESS;-17.027932999999994;-12.337665;TSNE;;;sad;neg;
RAVDESS;-7.629256;8.652581;TSNE;;;cal;not;
RAVDESS;-5.4177230000000005;5.343262;TSNE;;;dis;neg;
RAVDESS;-19.139915;-12.110778999999999;TSNE;;;cal;not;
RAVDESS;4.733841;-11.943778;TSNE;;;sur;not;
RAVDESS;26.194897;-3.7928855;TSNE;;;fea;neg;
RAVDESS;13.397704000000001;1.9774381;TSNE;;;fea;neg;
RAVDESS;19.732403;-6.313082;TSNE;;;ang;neg;
RAVDESS;7.2875875999999975;2.1659353;TSNE;;;hap;not;
RAVDESS;-12.545603;-11.92417;TSNE;;;neu;not;
RAVDESS;12.583211;15.349045000000002;TSNE;;;sur;not;
RAVDESS;-12.79595;-0.2612232;TSNE;;;neu;not;
RAVDESS;-18.961275;-9.853328999999999;TSNE;;;cal;not;
RAVDESS;15.546517000000001;2.1355619999999997;TSNE;;;fea;neg;
RAVDESS;2.8922217;4.6274877;TSNE;;;dis;neg;
RAVDESS;9.424199;-3.7858796000000003;TSNE;;;dis;neg;
RAVDESS;19.136454;8.342571000000001;TSNE;;;sur;not;
RAVDESS;4.3895040000000005;5.9797473;TSNE;;;fea;neg;
RAVDESS;14.729239000000002;-9.469339;TSNE;;;ang;neg;
RAVDESS;-24.217586999999998;-8.161116;TSNE;;;dis;neg;
RAVDESS;4.5829315;13.001430000000001;TSNE;;;dis;neg;
RAVDESS;7.996874000000001;12.295900999999999;TSNE;;;hap;not;
RAVDESS;6.589963000000001;8.169609;TSNE;;;ang;neg;
RAVDESS;1.7378316000000005;20.457897;TSNE;;;cal;not;
RAVDESS;15.569532;14.096331;TSNE;;;ang;neg;
RAVDESS;-8.074133;-15.199757;TSNE;;;hap;not;
RAVDESS;17.573843;-10.403659;TSNE;;;ang;neg;
RAVDESS;19.821308;7.218443;TSNE;;;sad;neg;
RAVDESS;5.275493599999999;6.9629145;TSNE;;;hap;not;
RAVDESS;-11.486522;-3.8706968;TSNE;;;neu;not;
RAVDESS;13.485737;10.705601;TSNE;;;fea;neg;
RAVDESS;8.58507;1.0081643;TSNE;;;dis;neg;
RAVDESS;6.0378837999999995;-2.8739004;TSNE;;;ang;neg;
RAVDESS;-11.32128;-9.3287115;TSNE;;;neu;not;
RAVDESS;-20.7374;-15.849542999999999;TSNE;;;sur;not;
RAVDESS;-3.6439477999999994;17.936860999999997;TSNE;;;neu;not;
RAVDESS;-8.204887;-15.332911;TSNE;;;hap;not;
RAVDESS;15.366725;-6.7654557;TSNE;;;fea;neg;
RAVDESS;3.5555443999999996;18.461920000000006;TSNE;;;fea;neg;
RAVDESS;-23.671513;-12.134537;TSNE;;;neu;not;
RAVDESS;9.532796000000001;11.886130999999999;TSNE;;;dis;neg;
RAVDESS;13.200982000000002;1.9435108;TSNE;;;sur;not;
RAVDESS;-3.835063;0.90107703;TSNE;;;sad;neg;
RAVDESS;15.634073999999998;13.349995000000002;TSNE;;;ang;neg;
RAVDESS;-17.305870000000002;-5.2452254;TSNE;;;cal;not;
RAVDESS;18.623170000000002;-7.7100677;TSNE;;;ang;neg;
RAVDESS;-14.422339000000001;-3.8757286;TSNE;;;sad;neg;
RAVDESS;-13.578023000000002;9.103585;TSNE;;;neu;not;
RAVDESS;3.6768885;-1.6952214;TSNE;;;sur;not;
RAVDESS;4.692132;21.498768;TSNE;;;sur;not;
RAVDESS;1.6471186000000002;17.146187;TSNE;;;sad;neg;
RAVDESS;-5.283286599999999;-15.749184;TSNE;;;dis;neg;
RAVDESS;-6.8094807;18.504227;TSNE;;;cal;not;
RAVDESS;-20.57129;-16.114557;TSNE;;;sur;not;
RAVDESS;-12.86079;-1.3740252;TSNE;;;cal;not;
RAVDESS;13.473697;9.961253999999998;TSNE;;;fea;neg;
RAVDESS;-16.550264000000002;-9.034311;TSNE;;;cal;not;
RAVDESS;17.513357;-6.6616706999999975;TSNE;;;ang;neg;
RAVDESS;13.988625;8.033625;TSNE;;;ang;neg;
RAVDESS;-11.090197;11.814565;TSNE;;;sad;neg;
RAVDESS;-2.2730815;24.7952;TSNE;;;cal;not;
RAVDESS;13.452558999999999;14.861447;TSNE;;;hap;not;
RAVDESS;-0.12528278;-0.45870438;TSNE;;;sur;not;
RAVDESS;-2.2692012999999998;16.993779999999994;TSNE;;;sad;neg;
RAVDESS;18.084545000000002;-5.9576949999999975;TSNE;;;ang;neg;
RAVDESS;12.99493;13.422770499999999;TSNE;;;hap;not;
RAVDESS;-24.026838;-12.155386;TSNE;;;cal;not;
RAVDESS;-1.7246758000000002;-13.219536999999999;TSNE;;;dis;neg;
RAVDESS;8.300177;11.323986999999999;TSNE;;;hap;not;
RAVDESS;4.739678;-4.3110023;TSNE;;;sur;not;
RAVDESS;5.4237356;-2.8709578999999996;TSNE;;;ang;neg;
RAVDESS;0.6909681;20.359648;TSNE;;;cal;not;
RAVDESS;0.94624346;20.278992000000002;TSNE;;;cal;not;
RAVDESS;-9.011853;-8.479355;TSNE;;;fea;neg;
RAVDESS;-5.9773316;-18.056420000000006;TSNE;;;dis;neg;
RAVDESS;-12.204703;-5.085443499999999;TSNE;;;dis;neg;
RAVDESS;-14.817155999999999;12.363346;TSNE;;;cal;not;
RAVDESS;-16.376314;-3.7070875;TSNE;;;cal;not;
RAVDESS;10.220589;18.446935999999997;TSNE;;;sur;not;
RAVDESS;-7.161600599999999;19.016262;TSNE;;;cal;not;
RAVDESS;10.3300705;4.542121400000001;TSNE;;;sur;not;
RAVDESS;2.3856162999999997;-17.954615;TSNE;;;sad;neg;
RAVDESS;18.95119;7.464482;TSNE;;;sad;neg;
RAVDESS;5.1476707;21.475384;TSNE;;;sur;not;
RAVDESS;17.688456;-9.865552000000001;TSNE;;;ang;neg;
RAVDESS;9.854674000000001;3.4751038999999997;TSNE;;;hap;not;
RAVDESS;-3.4811847;-0.029651152000000007;TSNE;;;sur;not;
RAVDESS;-14.375295999999999;-18.080524;TSNE;;;neu;not;
RAVDESS;5.76883;11.5286;TSNE;;;dis;neg;
RAVDESS;-7.302267599999999;8.842708;TSNE;;;cal;not;
RAVDESS;4.0035334;-13.497188000000001;TSNE;;;ang;neg;
RAVDESS;23.961576;-2.5509245;TSNE;;;ang;neg;
RAVDESS;-22.364957999999998;-12.397592;TSNE;;;neu;not;
RAVDESS;-6.976306;24.696733;TSNE;;;cal;not;
RAVDESS;-3.1237943;-10.08067;TSNE;;;sad;neg;
RAVDESS;4.680811;19.223444;TSNE;;;fea;neg;
RAVDESS;12.008695;5.5127992999999975;TSNE;;;dis;neg;
RAVDESS;6.4849234000000004;-14.777334;TSNE;;;hap;not;
RAVDESS;-7.6991463000000016;-1.015363;TSNE;;;hap;not;
RAVDESS;-7.426036999999999;9.567871;TSNE;;;cal;not;
RAVDESS;-6.243807;-3.9503953000000003;TSNE;;;sur;not;
RAVDESS;15.926704;-0.9754792;TSNE;;;fea;neg;
RAVDESS;-1.8280669999999999;-13.331056;TSNE;;;dis;neg;
RAVDESS;-17.458023;-13.149984;TSNE;;;neu;not;
RAVDESS;-0.3581452;-9.489796;TSNE;;;ang;neg;
RAVDESS;-10.191749;-19.935485999999997;TSNE;;;sur;not;
RAVDESS;4.5662866;17.997087;TSNE;;;dis;neg;
RAVDESS;-10.980011;-10.940972;TSNE;;;fea;neg;
RAVDESS;-1.1179906000000002;-22.88482;TSNE;;;sur;not;
RAVDESS;-0.6138712;-13.152698499999998;TSNE;;;dis;neg;
RAVDESS;17.872170999999994;11.430014;TSNE;;;dis;neg;
RAVDESS;-1.1139696000000001;14.392426;TSNE;;;cal;not;
RAVDESS;-3.9617752999999998;24.218199;TSNE;;;cal;not;
RAVDESS;8.105687;20.319578;TSNE;;;dis;neg;
RAVDESS;15.535982;5.287257;TSNE;;;fea;neg;
RAVDESS;16.264954;4.92408;TSNE;;;fea;neg;
RAVDESS;-16.122725;-8.425234;TSNE;;;cal;not;
RAVDESS;-2.1707757;3.9915104;TSNE;;;fea;neg;
RAVDESS;20.662466000000002;7.1289062;TSNE;;;sad;neg;
RAVDESS;2.8850287999999997;-17.964785;TSNE;;;sad;neg;
RAVDESS;-14.0874815;12.045939;TSNE;;;cal;not;
RAVDESS;16.057478;6.7423387;TSNE;;;dis;neg;
RAVDESS;3.5087154000000003;9.438737;TSNE;;;ang;neg;
RAVDESS;-2.998431;3.5414197;TSNE;;;dis;neg;
RAVDESS;10.420679;3.4420322999999997;TSNE;;;hap;not;
RAVDESS;13.486569;-6.9855056;TSNE;;;fea;neg;
RAVDESS;-26.22355;-11.457582;TSNE;;;cal;not;
RAVDESS;-6.228573;14.502602;TSNE;;;sad;neg;
RAVDESS;6.689201;17.800653;TSNE;;;neu;not;
RAVDESS;-11.767828999999999;-16.295904;TSNE;;;ang;neg;
RAVDESS;-8.258777;-10.597526;TSNE;;;ang;neg;
RAVDESS;-9.094380000000001;18.67531;TSNE;;;neu;not;
RAVDESS;1.6240965;-10.570971;TSNE;;;sur;not;
RAVDESS;-23.65842;-13.225854;TSNE;;;sur;not;
RAVDESS;2.7631812;-3.4909763;TSNE;;;dis;neg;
RAVDESS;16.910632999999994;11.325722;TSNE;;;sur;not;
RAVDESS;-1.7124703000000001;13.037156;TSNE;;;neu;not;
RAVDESS;0.35849190000000003;-5.435823;TSNE;;;sur;not;
RAVDESS;-17.275599;-15.426148000000001;TSNE;;;cal;not;
RAVDESS;-4.296643;23.508331;TSNE;;;cal;not;
RAVDESS;-8.205767;13.276126000000001;TSNE;;;cal;not;
RAVDESS;13.937579000000001;7.9888086;TSNE;;;dis;neg;
RAVDESS;19.604439000000006;4.850443;TSNE;;;fea;neg;
RAVDESS;8.3984585;19.679804;TSNE;;;sad;neg;
RAVDESS;-12.26717;-1.7008093999999998;TSNE;;;cal;not;
RAVDESS;-21.218006;-4.440639;TSNE;;;sad;neg;
RAVDESS;19.047466;3.0077147;TSNE;;;dis;neg;
RAVDESS;7.028536999999999;-8.2597065;TSNE;;;hap;not;
RAVDESS;-9.411453;2.5666144;TSNE;;;ang;neg;
RAVDESS;-4.80812;11.524737;TSNE;;;hap;not;
RAVDESS;22.294624;6.580469;TSNE;;;fea;neg;
RAVDESS;8.576072;4.4155593;TSNE;;;sur;not;
RAVDESS;-0.77467847;-11.378463;TSNE;;;dis;neg;
RAVDESS;-0.33058414;-5.986976;TSNE;;;sur;not;
RAVDESS;-7.623996000000001;11.807551;TSNE;;;neu;not;
RAVDESS;14.676878;-8.7892885;TSNE;;;ang;neg;
RAVDESS;-25.26673;-11.032671;TSNE;;;sad;neg;
RAVDESS;-9.188807;8.448267;TSNE;;;dis;neg;
RAVDESS;18.680916;5.075782299999998;TSNE;;;sad;neg;
RAVDESS;-19.961304000000002;-8.085614;TSNE;;;neu;not;
RAVDESS;1.2820133999999999;9.059405;TSNE;;;fea;neg;
RAVDESS;-6.6903543;21.468863;TSNE;;;cal;not;
RAVDESS;-2.8931155;13.628964999999999;TSNE;;;cal;not;
RAVDESS;-7.4159274;9.5613165;TSNE;;;neu;not;
RAVDESS;-1.6929470000000002;12.992118;TSNE;;;dis;neg;
RAVDESS;-7.7283506;23.642584;TSNE;;;cal;not;
RAVDESS;-2.4414029999999998;17.843319;TSNE;;;cal;not;
RAVDESS;9.499719;17.643932;TSNE;;;sur;not;
RAVDESS;-18.438554999999997;-12.819647;TSNE;;;neu;not;
RAVDESS;1.6954409;4.017005;TSNE;;;fea;neg;
RAVDESS;-8.829407000000002;-11.710411;TSNE;;;hap;not;
RAVDESS;-4.779417;-17.296972;TSNE;;;sur;not;
RAVDESS;-11.3342;11.292203;TSNE;;;sad;neg;
RAVDESS;7.268741;11.014189;TSNE;;;sad;neg;
RAVDESS;2.8465354;-10.226118;TSNE;;;ang;neg;
RAVDESS;16.930906;-10.662386;TSNE;;;ang;neg;
RAVDESS;6.345117;-15.237669;TSNE;;;fea;neg;
RAVDESS;15.972366000000001;-7.1789274;TSNE;;;fea;neg;
RAVDESS;-20.116356;-11.623136500000001;TSNE;;;sad;neg;
RAVDESS;7.9441869999999986;9.431004;TSNE;;;ang;neg;
RAVDESS;18.878778;0.2750362;TSNE;;;ang;neg;
RAVDESS;-9.464143;14.279135;TSNE;;;cal;not;
RAVDESS;-2.2011693;-12.05418;TSNE;;;ang;neg;
RAVDESS;-6.4311323;7.72956;TSNE;;;ang;neg;
RAVDESS;3.6527526;19.2787;TSNE;;;fea;neg;
RAVDESS;-8.188741;8.814191000000003;TSNE;;;neu;not;
RAVDESS;8.011041;-13.987904;TSNE;;;hap;not;
RAVDESS;26.445896;0.26884848;TSNE;;;fea;neg;
RAVDESS;-14.450344;-12.64563;TSNE;;;cal;not;
RAVDESS;-13.1069565;-7.819308;TSNE;;;cal;not;
RAVDESS;-16.35182;-5.419854;TSNE;;;cal;not;
RAVDESS;17.390272;-2.4593837000000005;TSNE;;;ang;neg;
RAVDESS;4.924710299999999;-11.993181;TSNE;;;sur;not;
RAVDESS;-2.0952978;14.047018;TSNE;;;ang;neg;
RAVDESS;17.944225;-4.5231805;TSNE;;;ang;neg;
RAVDESS;1.2171081;7.1780232999999996;TSNE;;;ang;neg;
RAVDESS;26.123062;-2.0607545;TSNE;;;hap;not;
RAVDESS;15.998485;11.3567705;TSNE;;;sur;not;
RAVDESS;0.89862365;0.77163637;TSNE;;;sur;not;
RAVDESS;0.26997516;15.956794;TSNE;;;fea;neg;
RAVDESS;6.631854;1.1102965;TSNE;;;sur;not;
RAVDESS;26.054047;-2.7149646;TSNE;;;fea;neg;
RAVDESS;21.383104;6.187036;TSNE;;;fea;neg;
RAVDESS;-15.124313;-2.5044842000000003;TSNE;;;cal;not;
RAVDESS;7.4069004000000005;-8.145475999999999;TSNE;;;hap;not;
RAVDESS;-3.9381049;22.982958;TSNE;;;fea;neg;
RAVDESS;2.9940765;-18.018576;TSNE;;;sad;neg;
RAVDESS;-4.265847;5.991103;TSNE;;;dis;neg;
RAVDESS;-21.4796;-12.109657;TSNE;;;cal;not;
RAVDESS;-18.450417;-10.944407;TSNE;;;fea;neg;
RAVDESS;24.173458;-3.5076193999999994;TSNE;;;hap;not;
RAVDESS;-7.9365516000000005;14.297566;TSNE;;;cal;not;
RAVDESS;1.3889477;-12.121446;TSNE;;;ang;neg;
RAVDESS;-3.588391000000001;16.612091;TSNE;;;sad;neg;
RAVDESS;-5.756164599999999;-14.605682;TSNE;;;dis;neg;
RAVDESS;-11.807605;-4.088272;TSNE;;;neu;not;
RAVDESS;-14.226052;-8.959828;TSNE;;;dis;neg;
RAVDESS;-8.839063000000003;8.805192;TSNE;;;cal;not;
RAVDESS;-16.781784;-14.638072;TSNE;;;sad;neg;
RAVDESS;-12.698163000000001;-2.6365369999999997;TSNE;;;sad;neg;
RAVDESS;-2.9971285;13.608797000000001;TSNE;;;sad;neg;
RAVDESS;4.5465355;-1.2442592;TSNE;;;sur;not;
RAVDESS;-1.5064628;22.854248000000002;TSNE;;;fea;neg;
RAVDESS;-21.682432000000002;-11.966403999999999;TSNE;;;cal;not;
RAVDESS;14.3919;-11.906157499999999;TSNE;;;fea;neg;
RAVDESS;-2.634766;3.1453482999999998;TSNE;;;dis;neg;
RAVDESS;-10.246185;17.018836999999998;TSNE;;;cal;not;
RAVDESS;-2.301113;24.752724;TSNE;;;neu;not;
RAVDESS;-9.283710000000001;16.962168;TSNE;;;sad;neg;
RAVDESS;1.1649066000000001;15.451113000000001;TSNE;;;sur;not;
RAVDESS;5.737168;-5.3410215;TSNE;;;sur;not;
RAVDESS;18.935470000000002;5.1054316;TSNE;;;sad;neg;
RAVDESS;-13.496862;-1.3126613999999999;TSNE;;;cal;not;
RAVDESS;-3.2815980000000002;-5.101965;TSNE;;;fea;neg;
RAVDESS;-8.844438;20.603504;TSNE;;;cal;not;
RAVDESS;2.8514847999999997;-15.783605999999999;TSNE;;;ang;neg;
RAVDESS;-6.5742283;26.143116;TSNE;;;cal;not;
RAVDESS;6.516744999999999;1.1447753999999999;TSNE;;;hap;not;
RAVDESS;5.4491629999999995;-10.025604;TSNE;;;ang;neg;
RAVDESS;-0.040281422000000004;2.8092837000000004;TSNE;;;hap;not;
RAVDESS;8.33002;4.487072;TSNE;;;sur;not;
RAVDESS;-25.716476;-11.990575;TSNE;;;fea;neg;
RAVDESS;2.540653;14.108004000000001;TSNE;;;neu;not;
RAVDESS;-11.5055275;-10.701906;TSNE;;;neu;not;
RAVDESS;12.140761999999999;5.533621;TSNE;;;sur;not;
RAVDESS;0.47377133;13.104476;TSNE;;;sur;not;
RAVDESS;-8.33313;6.128068;TSNE;;;sad;neg;
RAVDESS;-5.2289642999999995;21.090702;TSNE;;;dis;neg;
RAVDESS;3.796096;17.298227;TSNE;;;dis;neg;
RAVDESS;7.324521499999999;6.310353299999999;TSNE;;;hap;not;
RAVDESS;14.868669;12.003267999999998;TSNE;;;dis;neg;
RAVDESS;24.451624;-2.712977;TSNE;;;ang;neg;
RAVDESS;23.32426;-0.26160416;TSNE;;;ang;neg;
RAVDESS;-2.2381477000000003;18.437796;TSNE;;;neu;not;
RAVDESS;-23.844337;-9.377422;TSNE;;;cal;not;
RAVDESS;15.926582000000002;-4.8338714000000005;TSNE;;;ang;neg;
RAVDESS;-7.099701;24.655241;TSNE;;;cal;not;
RAVDESS;15.730945000000002;8.208537;TSNE;;;hap;not;
RAVDESS;20.006891;-5.8076572;TSNE;;;ang;neg;
RAVDESS;13.723935;13.307339;TSNE;;;sad;neg;
RAVDESS;9.508724;8.485876;TSNE;;;sur;not;
RAVDESS;-15.987341;-17.255297;TSNE;;;cal;not;
RAVDESS;-11.320141;-1.8459653999999999;TSNE;;;neu;not;
RAVDESS;-21.433619;-6.4651456;TSNE;;;dis;neg;
RAVDESS;-16.895336;-17.799994;TSNE;;;hap;not;
RAVDESS;-5.5036783;-3.3609525999999996;TSNE;;;ang;neg;
RAVDESS;-17.668592;-2.8143654;TSNE;;;dis;neg;
RAVDESS;7.731229300000001;9.213517;TSNE;;;ang;neg;
RAVDESS;5.132375;-17.604536;TSNE;;;fea;neg;
RAVDESS;16.104992000000006;8.1276455;TSNE;;;ang;neg;
RAVDESS;-12.747183;-10.341847;TSNE;;;fea;neg;
RAVDESS;-2.2073633999999998;-7.979516499999999;TSNE;;;fea;neg;
RAVDESS;22.526970000000002;2.4241693;TSNE;;;sad;neg;
RAVDESS;-6.4970620000000014;15.299335500000002;TSNE;;;sad;neg;
RAVDESS;15.288910999999999;10.605556;TSNE;;;sur;not;
RAVDESS;25.439444;0.20350638;TSNE;;;fea;neg;
RAVDESS;-23.467276000000002;-15.674813;TSNE;;;sad;neg;
RAVDESS;7.8364167;16.882004000000002;TSNE;;;sur;not;
RAVDESS;8.66313;6.914416;TSNE;;;sur;not;
RAVDESS;-5.242106;2.2457529999999997;TSNE;;;fea;neg;
RAVDESS;-0.8022424;1.5594195;TSNE;;;ang;neg;
RAVDESS;-10.457516;3.2432988;TSNE;;;hap;not;
RAVDESS;4.8154080000000015;3.3985784;TSNE;;;fea;neg;
RAVDESS;-6.519154;10.443916;TSNE;;;sad;neg;
RAVDESS;-8.836067;-11.777111999999999;TSNE;;;hap;not;
RAVDESS;-12.162814;-12.641701;TSNE;;;hap;not;
RAVDESS;-20.864042;-12.07932;TSNE;;;sad;neg;
RAVDESS;-19.678865;-12.904039;TSNE;;;neu;not;
RAVDESS;-18.234459;-3.551074;TSNE;;;dis;neg;
RAVDESS;-1.8603933000000001;8.299282;TSNE;;;hap;not;
RAVDESS;2.2858633999999998;-14.687673;TSNE;;;fea;neg;
RAVDESS;-5.1958265;2.4027388;TSNE;;;fea;neg;
RAVDESS;4.926896599999999;6.191246;TSNE;;;hap;not;
RAVDESS;7.1443443;16.475111;TSNE;;;sad;neg;
RAVDESS;-6.711225;-10.460616;TSNE;;;hap;not;
RAVDESS;-5.9652996;-16.777424;TSNE;;;sur;not;
RAVDESS;-9.623228999999998;10.844285000000001;TSNE;;;sur;not;
RAVDESS;23.464771;-0.39300640000000003;TSNE;;;ang;neg;
RAVDESS;-10.02484;2.5475494999999997;TSNE;;;fea;neg;
RAVDESS;3.6111758000000003;17.851345000000006;TSNE;;;ang;neg;
RAVDESS;21.972464000000002;-0.7162225999999999;TSNE;;;ang;neg;
RAVDESS;12.729011999999999;-0.43909708;TSNE;;;ang;neg;
RAVDESS;-10.591304;-7.004681;TSNE;;;hap;not;
RAVDESS;-9.296501;-6.736163;TSNE;;;hap;not;
RAVDESS;25.962393;-4.8099184;TSNE;;;fea;neg;
RAVDESS;-1.6588943999999999;25.14034;TSNE;;;cal;not;
RAVDESS;3.5632047999999994;9.404194;TSNE;;;ang;neg;
RAVDESS;23.385588000000002;0.33396047;TSNE;;;ang;neg;
RAVDESS;-11.130935000000001;-14.610211999999999;TSNE;;;fea;neg;
RAVDESS;-12.822038000000001;-0.27513063;TSNE;;;neu;not;
RAVDESS;19.496572;4.417666400000001;TSNE;;;fea;neg;
RAVDESS;4.280629599999998;-2.6847602999999998;TSNE;;;fea;neg;
RAVDESS;4.988082;4.9377427;TSNE;;;dis;neg;
RAVDESS;21.296415;4.2687550000000005;TSNE;;;sad;neg;
RAVDESS;0.9605323;-2.8987507999999997;TSNE;;;sur;not;
RAVDESS;-9.708289;-4.711069999999999;TSNE;;;neu;not;
RAVDESS;8.120499;0.8667924000000001;TSNE;;;ang;neg;
RAVDESS;-7.143249000000001;0.50514865;TSNE;;;dis;neg;
RAVDESS;-5.996732;15.142825;TSNE;;;hap;not;
RAVDESS;-7.992189;14.773126999999999;TSNE;;;neu;not;
RAVDESS;-0.61631536;-13.298356;TSNE;;;dis;neg;
RAVDESS;19.115517;3.87218;TSNE;;;fea;neg;
RAVDESS;8.169883;0.07802535599999999;TSNE;;;sur;not;
RAVDESS;-16.845669;-15.070865;TSNE;;;cal;not;
RAVDESS;-0.8153126;23.563278;TSNE;;;neu;not;
RAVDESS;-5.741183299999999;-3.4204729;TSNE;;;ang;neg;
RAVDESS;-6.9281044000000005;13.416357999999999;TSNE;;;ang;neg;
RAVDESS;-10.28243;17.314806;TSNE;;;cal;not;
RAVDESS;-6.880599;1.7388506999999995;TSNE;;;dis;neg;
RAVDESS;-4.8992510000000005;-8.252341;TSNE;;;cal;not;
RAVDESS;4.613346599999999;24.978125;TSNE;;;cal;not;
RAVDESS;-26.970427;-9.755877499999999;TSNE;;;sad;neg;
RAVDESS;-0.8938176999999999;16.154524;TSNE;;;hap;not;
RAVDESS;2.895304;-1.4671491;TSNE;;;hap;not;
RAVDESS;15.998492;-0.929306;TSNE;;;fea;neg;
RAVDESS;-14.25431;-6.7309175;TSNE;;;neu;not;
RAVDESS;-8.635879;3.4754937000000004;TSNE;;;hap;not;
RAVDESS;11.88908;17.252917999999998;TSNE;;;sur;not;
RAVDESS;18.691618;-7.768697299999999;TSNE;;;ang;neg;
RAVDESS;2.6811872;-5.6753735999999995;TSNE;;;hap;not;
RAVDESS;-14.353679000000001;12.106618;TSNE;;;cal;not;
RAVDESS;11.410454;-7.927396000000001;TSNE;;;fea;neg;
RAVDESS;-2.9425343999999996;16.424858;TSNE;;;sad;neg;
RAVDESS;-16.478365;-3.7922246;TSNE;;;cal;not;
RAVDESS;7.183742999999999;-3.644792;TSNE;;;fea;neg;
RAVDESS;-4.936866;-3.4357865;TSNE;;;ang;neg;
RAVDESS;4.230129;24.751998999999998;TSNE;;;cal;not;
RAVDESS;-3.1633947;-1.9549806;TSNE;;;sur;not;
RAVDESS;-8.60233;18.043267999999998;TSNE;;;sad;neg;
RAVDESS;-17.343977;-2.4068534;TSNE;;;cal;not;
RAVDESS;13.328753;-8.441085000000001;TSNE;;;ang;neg;
RAVDESS;1.6052488999999999;-8.084817;TSNE;;;dis;neg;
RAVDESS;8.207289999999999;11.265663;TSNE;;;hap;not;
RAVDESS;-12.288048;-16.337221;TSNE;;;sad;neg;
RAVDESS;-15.85861;-7.757849;TSNE;;;hap;not;
RAVDESS;7.933528;11.575347;TSNE;;;hap;not;
RAVDESS;-6.719058500000001;21.538376;TSNE;;;cal;not;
RAVDESS;16.771908;9.970005;TSNE;;;hap;not;
RAVDESS;22.093027;3.0219576;TSNE;;;fea;neg;
RAVDESS;-9.191639;14.320573999999999;TSNE;;;cal;not;
RAVDESS;-18.826431;-8.525186;TSNE;;;neu;not;
RAVDESS;-14.615151999999998;10.935429;TSNE;;;cal;not;
RAVDESS;17.819682999999994;4.816502;TSNE;;;sur;not;
RAVDESS;23.073538;2.0141864;TSNE;;;sad;neg;
RAVDESS;1.1284193999999999;14.147597;TSNE;;;sur;not;
RAVDESS;20.579136;4.93129;TSNE;;;sad;neg;
RAVDESS;-9.516679;-1.318236;TSNE;;;fea;neg;
RAVDESS;-8.656065;16.278572;TSNE;;;hap;not;
RAVDESS;11.122001;-1.9000508000000005;TSNE;;;fea;neg;
RAVDESS;1.9923568;3.7605424;TSNE;;;hap;not;
RAVDESS;-8.6451645;-2.0963602;TSNE;;;sur;not;
RAVDESS;-14.149023999999999;-4.276054;TSNE;;;sad;neg;
RAVDESS;-10.839895;-10.489499;TSNE;;;fea;neg;
RAVDESS;14.352533;-11.688673;TSNE;;;fea;neg;
RAVDESS;-16.813456;-14.106601000000001;TSNE;;;neu;not;
RAVDESS;1.4389846000000002;-3.287458;TSNE;;;hap;not;
RAVDESS;-12.500752;11.63912;TSNE;;;dis;neg;
RAVDESS;15.842785999999998;6.8714943;TSNE;;;dis;neg;
RAVDESS;-20.787436;-6.7170762999999996;TSNE;;;sad;neg;
RAVDESS;-4.400738700000002;13.300801000000002;TSNE;;;cal;not;
RAVDESS;-10.58709;-2.8253202;TSNE;;;hap;not;
RAVDESS;7.5664196;8.784282000000001;TSNE;;;ang;neg;
RAVDESS;-7.9882927;7.924487599999999;TSNE;;;dis;neg;
RAVDESS;-25.297695;-15.724117999999999;TSNE;;;sad;neg;
RAVDESS;5.447774;-1.5541817;TSNE;;;sur;not;
RAVDESS;8.543235000000001;-13.7945595;TSNE;;;hap;not;
RAVDESS;13.670389000000002;10.628872;TSNE;;;fea;neg;
RAVDESS;0.8934747;-18.330717;TSNE;;;fea;neg;
RAVDESS;-18.966167000000002;-12.744683;TSNE;;;sad;neg;
RAVDESS;7.687311599999999;7.048334599999999;TSNE;;;ang;neg;
RAVDESS;-5.0901513;-18.153425;TSNE;;;fea;neg;
RAVDESS;-14.006742000000001;-7.3594675;TSNE;;;cal;not;
